LMB2-1.2_000096,NA,MerR family transcriptional regulator
LMB2-1.2_000097,NA,bifunctional o-acetylhomoserine/o-acetylserine sulfhydrylase
LMB2-1.2_000098,NA,endonuclease/exonuclease/phosphatase family protein
LMB2-1.2_000099,NA,homoserine O-acetyltransferase
LMB2-1.2_000100,NA,NUDIX domain-containing protein
LMB2-1.2_000101,NA,MFS transporter
LMB2-1.2_000102,NA,thiamine-binding protein
LMB2-1.2_000103,NA,hypothetical protein
LMB2-1.2_000104,NA,NAD(P)H-hydrate dehydratase
LMB2-1.2_000105,NA,NADH:flavin oxidoreductase/NADH oxidase
LMB2-1.2_000106,NA,hemolysin family protein
LMB2-1.2_000107,NA,hemolysin family protein
LMB2-1.2_000108,NA,GuaB1 family IMP dehydrogenase-related protein
LMB2-1.2_000109,NA,multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit
LMB2-1.2_000110,NA,GNAT family N-acetyltransferase
LMB2-1.2_000111,NA,zf-HC2 domain-containing protein
LMB2-1.2_000112,NA,sigma-70 family RNA polymerase sigma factor
LMB2-1.2_000113,aroA;go_function=3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA;go_process=chorismate biosynthetic process|0009423||IEA,3-phosphoshikimate 1-carboxyvinyltransferase
LMB2-1.2_000114,"rsgA;go_function=GTP binding|0005525||IEA,ribosome binding|0043022||IEA;go_process=translation|0006412||IEA",ribosome small subunit-dependent GTPase A
LMB2-1.2_000115,"bcp;go_function=antioxidant activity|0016209||IEA,oxidoreductase activity|0016491||IEA",thioredoxin-dependent thiol peroxidase
LMB2-1.2_000116,NA,hypothetical protein
LMB2-1.2_000117,NA,WhiB family transcriptional regulator
LMB2-1.2_000118,NA,PAS domain-containing sensor histidine kinase
LMB2-1.2_000119,NA,Rv3235 family protein
LMB2-1.2_000120,NA,hypothetical protein
LMB2-1.2_000121,NA,helix-turn-helix domain-containing protein
LMB2-1.2_000122,NA,SAF domain-containing protein
LMB2-1.2_000123,NA,P-loop NTPase
LMB2-1.2_000124,NA,pyridoxal phosphate-dependent aminotransferase
LMB2-1.2_000125,"secA;go_function=ATP binding|0005524||IEA;go_process=protein targeting|0006605||IEA,intracellular protein transport|0006886||IEA,protein import|0017038||IEA",preprotein translocase subunit SecA
LMB2-1.2_000126,NA,PadR family transcriptional regulator
LMB2-1.2_000127,NA,hypothetical protein
LMB2-1.2_000128,"raiA;go_component=ribosome|0005840||IEA,cytosolic ribosome|0022626||IEA;go_function=translation regulator activity|0045182||IEA;go_process=translational attenuation|0009386||IEA",ribosome-associated translation inhibitor RaiA
LMB2-1.2_000129,NA,ComF family protein
LMB2-1.2_000130,NA,LpqB family beta-propeller domain-containing protein
LMB2-1.2_000131,NA,HAMP domain-containing histidine kinase
LMB2-1.2_000132,NA,response regulator transcription factor
LMB2-1.2_000133,NA,glycerophosphoryl diester phosphodiesterase membrane domain-containing protein
LMB2-1.2_000134,NA,DUF4129 domain-containing protein
LMB2-1.2_000136,NA,MoxR family ATPase
LMB2-1.2_000137,NA,DUF58 domain-containing protein
LMB2-1.2_000138,NA,stage II sporulation protein M
LMB2-1.2_000139,NA,RDD family protein
LMB2-1.2_000140,NA,DUF3499 domain-containing protein
LMB2-1.2_000141,NA,metallopeptidase family protein
LMB2-1.2_000142,NA,DUF5719 family protein
LMB2-1.2_000143,NA,glycosyltransferase
LMB2-1.2_000144,NA,WhiB family transcriptional regulator
LMB2-1.2_000145,manA;go_function=mannose-6-phosphate isomerase activity|0004476||IEA;go_process=carbohydrate metabolic process|0005975||IEA,mannose-6-phosphate isomerase%2C class I
LMB2-1.2_000146,NA,O-antigen ligase family protein
LMB2-1.2_000147,NA,O-antigen ligase family protein
LMB2-1.2_000148,NA,glycosyltransferase family 2 protein
LMB2-1.2_000149,NA,hypothetical protein
LMB2-1.2_000150,NA,ABC transporter ATP-binding protein
LMB2-1.2_000151,NA,ABC transporter permease
LMB2-1.2_000152,glf;go_function=UDP-galactopyranose mutase activity|0008767||IEA;go_process=peptidoglycan-based cell wall biogenesis|0009273||IEA,UDP-galactopyranose mutase
LMB2-1.2_000153,NA,glycosyltransferase
LMB2-1.2_000154,NA,ABC transporter ATP-binding protein
LMB2-1.2_000155,NA,ABC transporter permease
LMB2-1.2_000156,NA,NAD-dependent epimerase/dehydratase family protein
LMB2-1.2_000157,NA,NAD-dependent epimerase/dehydratase family protein
LMB2-1.2_000158,NA,hypothetical protein
LMB2-1.2_000159,NA,acyltransferase
LMB2-1.2_000160,NA,rhamnan synthesis F family protein
LMB2-1.2_000161,"rfbA;go_function=glucose-1-phosphate thymidylyltransferase activity|0008879||IEA;go_process=O antigen biosynthetic process|0009243||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA",glucose-1-phosphate thymidylyltransferase RfbA
LMB2-1.2_000162,NA,acyl-ACP--UDP-N- acetylglucosamine O-acyltransferase
LMB2-1.2_000163,NA,DegT/DnrJ/EryC1/StrS family aminotransferase
LMB2-1.2_000164,NA,Gfo/Idh/MocA family oxidoreductase
LMB2-1.2_000165,NA,GtrA family protein
LMB2-1.2_000166,NA,glycosyltransferase family 2 protein
LMB2-1.2_000168,NA,DUF2142 domain-containing protein
LMB2-1.2_000169,"rfbB;go_function=dTDP-glucose 4%2C6-dehydratase activity|0008460||IEA;go_process=O antigen biosynthetic process|0009243||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA",dTDP-glucose 4%2C6-dehydratase
LMB2-1.2_000170,NA,dTDP-4-dehydrorhamnose 3%2C5-epimerase
LMB2-1.2_000171,NA,hypothetical protein
LMB2-1.2_000172,NA,glycosyltransferase
LMB2-1.2_000173,NA,DUF4012 domain-containing protein
LMB2-1.2_000174,NA,hypothetical protein
LMB2-1.2_000175,NA,LCP family protein
LMB2-1.2_000176,purE;go_component=phosphoribosylaminoimidazole carboxylase complex|0009320||IEA;go_function=phosphoribosylaminoimidazole carboxylase activity|0004638||IEA;go_process=purine ribonucleotide biosynthetic process|0009152||IEA,5-(carboxyamino)imidazole ribonucleotide mutase
LMB2-1.2_000177,NA,5-(carboxyamino)imidazole ribonucleotide synthase
LMB2-1.2_000178,NA,PH domain-containing protein
LMB2-1.2_000179,NA,biotin--[acetyl-CoA-carboxylase] ligase
LMB2-1.2_000180,NA,CDP-glycerol glycerophosphotransferase family protein
LMB2-1.2_000181,NA,glycosyltransferase family 2 protein
LMB2-1.2_000182,NA,CDP-glycerol glycerophosphotransferase family protein
LMB2-1.2_000183,NA,CDP-glycerol glycerophosphotransferase family protein
LMB2-1.2_000184,NA,trypsin-like peptidase domain-containing protein
LMB2-1.2_000185,NA,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
LMB2-1.2_000186,NA,carbon-nitrogen hydrolase family protein
LMB2-1.2_000189,NA,MFS transporter
LMB2-1.2_000191,NA,cytosine permease
LMB2-1.2_000192,NA,carbon-nitrogen hydrolase
LMB2-1.2_000193,NA,Dyp-type peroxidase
LMB2-1.2_000194,NA,copper chaperone PCu(A)C
LMB2-1.2_000195,NA,copper resistance protein CopC
LMB2-1.2_000196,NA,hypothetical protein
LMB2-1.2_000197,NA,UPF0182 family protein
LMB2-1.2_000198,NA,PDZ domain-containing protein
LMB2-1.2_000199,NA,zinc-dependent metalloprotease
LMB2-1.2_000200,NA,ATP-dependent helicase
LMB2-1.2_000201,nudC;go_function=NAD+ diphosphatase activity|0000210||IEA,NAD(+) diphosphatase
LMB2-1.2_000202,NA,hypothetical protein
LMB2-1.2_000203,NA,ATP-dependent helicase
LMB2-1.2_000204,NA,ATP-dependent helicase
LMB2-1.2_000205,NA,DUF3107 domain-containing protein
LMB2-1.2_000206,NA,hypothetical protein
LMB2-1.2_000207,NA,ferritin-like domain-containing protein
LMB2-1.2_000208,NA,DEAD/DEAH box helicase
LMB2-1.2_000209,NA,DUF817 domain-containing protein
LMB2-1.2_000210,NA,PHP domain-containing protein
LMB2-1.2_000211,NA,endonuclease/exonuclease/phosphatase family protein
LMB2-1.2_000212,NA,aminopeptidase P family protein
LMB2-1.2_000213,NA,phosphotransferase
LMB2-1.2_000214,NA,VOC family protein
LMB2-1.2_000215,NA,alpha/beta fold hydrolase
LMB2-1.2_000216,NA,DUF4870 domain-containing protein
LMB2-1.2_000217,NA,hypothetical protein
LMB2-1.2_000218,NA,CBS domain-containing protein
LMB2-1.2_000219,NA,DUF1003 domain-containing protein
LMB2-1.2_000220,NA,Mrp/NBP35 family ATP-binding protein
LMB2-1.2_000221,NA,YcxB family protein
LMB2-1.2_000222,NA,twin-arginine translocase TatA/TatE family subunit
LMB2-1.2_000223,NA,class I SAM-dependent methyltransferase
LMB2-1.2_000224,NA,DUF3117 domain-containing protein
LMB2-1.2_000225,NA,hypothetical protein
LMB2-1.2_000226,dapE;go_function=succinyl-diaminopimelate desuccinylase activity|0009014||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA,succinyl-diaminopimelate desuccinylase
LMB2-1.2_000227,dapD;go_function=2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase activity|0008666||IEA,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase
LMB2-1.2_000228,NA,DEAD/DEAH box helicase
LMB2-1.2_000229,NA,citrate synthase
LMB2-1.2_000230,"dapC;go_function=catalytic activity|0003824||IEA,pyridoxal phosphate binding|0030170||IEA;go_process=biosynthetic process|0009058||IEA",succinyldiaminopimelate transaminase
LMB2-1.2_000231,NA,ferredoxin family protein
LMB2-1.2_000233,NA,AzlD domain-containing protein
LMB2-1.2_000234,NA,AzlC family ABC transporter permease
LMB2-1.2_000235,NA,XRE family transcriptional regulator
LMB2-1.2_000236,NA,MFS transporter
LMB2-1.2_000238,glsA;go_function=glutaminase activity|0004359||IEA;go_process=glutamine metabolic process|0006541||IEA,glutaminase A
LMB2-1.2_000239,NA,phospholipase
LMB2-1.2_000240,"typA;go_function=GTP binding|0005525||IEA;go_process=translation|0006412||IEA,response to stress|0006950||IEA",translational GTPase TypA
LMB2-1.2_000241,NA,CPBP family intramembrane metalloprotease
LMB2-1.2_000242,NA,PH domain-containing protein
LMB2-1.2_000243,NA,ABC transporter ATP-binding protein
LMB2-1.2_000244,NA,ABC transporter permease
LMB2-1.2_000245,NA,ABC transporter permease
LMB2-1.2_000246,NA,ABC transporter substrate-binding protein
LMB2-1.2_000247,gcvP;go_function=glycine dehydrogenase (decarboxylating) activity|0004375||IEA;go_process=glycine decarboxylation via glycine cleavage system|0019464||IEA,aminomethyl-transferring glycine dehydrogenase
LMB2-1.2_000248,gcvH;go_function=catalytic activity|0003824||IEA;go_process=glycine decarboxylation via glycine cleavage system|0019464||IEA,glycine cleavage system protein GcvH
LMB2-1.2_000249,gcvT;go_component=cytoplasm|0005737||IEA;go_function=aminomethyltransferase activity|0004047||IEA;go_process=glycine decarboxylation via glycine cleavage system|0019464||IEA,glycine cleavage system aminomethyltransferase GcvT
LMB2-1.2_000250,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_000251,NA,ABC transporter ATP-binding protein
LMB2-1.2_000252,NA,ABC transporter permease
LMB2-1.2_000253,NA,ABC transporter permease
LMB2-1.2_000254,NA,ABC transporter substrate-binding protein
LMB2-1.2_000255,NA,NUDIX hydrolase
LMB2-1.2_000256,nadA,quinolinate synthase NadA
LMB2-1.2_000257,nadB;go_function=L-aspartate oxidase activity|0008734||IEA;go_process=pyridine nucleotide biosynthetic process|0019363||IEA,L-aspartate oxidase
LMB2-1.2_000258,nadC;go_function=nicotinate-nucleotide diphosphorylase (carboxylating) activity|0004514||IEA;go_process=pyridine nucleotide biosynthetic process|0019363||IEA,carboxylating nicotinate-nucleotide diphosphorylase
LMB2-1.2_000259,NA,cysteine desulfurase
LMB2-1.2_000260,NA,glycosyltransferase
LMB2-1.2_000261,NA,SDR family oxidoreductase
LMB2-1.2_000262,NA,ABC transporter ATP-binding protein/permease
LMB2-1.2_000263,NA,DHA2 family efflux MFS transporter permease subunit
LMB2-1.2_000264,NA,hypothetical protein
LMB2-1.2_000265,NA,1-acyl-sn-glycerol-3-phosphate acyltransferase
LMB2-1.2_000267,NA,DUF6328 family protein
LMB2-1.2_000268,NA,DNA starvation/stationary phase protection protein
LMB2-1.2_000269,NA,GNAT family N-acetyltransferase
LMB2-1.2_000270,NA,Fe-S cluster assembly protein HesB
LMB2-1.2_000271,NA,LysR family transcriptional regulator
LMB2-1.2_000272,NA,ATP-binding cassette domain-containing protein
LMB2-1.2_000273,NA,isochorismatase family protein
LMB2-1.2_000274,NA,alpha/beta hydrolase
LMB2-1.2_000275,NA,DUF4279 domain-containing protein
LMB2-1.2_000276,NA,DUF6228 family protein
LMB2-1.2_000277,ychF;go_function=GTP binding|0005525||IEA,redox-regulated ATPase YchF
LMB2-1.2_000278,NA,class I SAM-dependent methyltransferase
LMB2-1.2_000279,NA,3'-5' exoribonuclease
LMB2-1.2_000280,NA,DNA recombination protein RmuC
LMB2-1.2_000281,NA,hypothetical protein
LMB2-1.2_000282,glpX;go_function=fructose 1%2C6-bisphosphate 1-phosphatase activity|0042132||IEA;go_process=gluconeogenesis|0006094||IEA,class II fructose-bisphosphatase
LMB2-1.2_000283,"fbaA;go_function=fructose-bisphosphate aldolase activity|0004332||IEA;go_process=carbohydrate metabolic process|0005975||IEA,glycolytic process|0006096||IEA",class II fructose-bisphosphate aldolase
LMB2-1.2_000284,NA,DUF6264 family protein
LMB2-1.2_000285,NA,helix-turn-helix domain-containing protein
LMB2-1.2_000286,NA,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
LMB2-1.2_000287,xseA;go_component=exodeoxyribonuclease VII complex|0009318||IEA;go_function=exodeoxyribonuclease VII activity|0008855||IEA;go_process=DNA catabolic process|0006308||IEA,exodeoxyribonuclease VII large subunit
LMB2-1.2_000288,NA,exodeoxyribonuclease VII small subunit
LMB2-1.2_000289,NA,DUF4245 domain-containing protein
LMB2-1.2_000290,NA,carbonic anhydrase
LMB2-1.2_000291,NA,class II fumarate hydratase
LMB2-1.2_000292,NA,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
LMB2-1.2_000293,NA,PhoH family protein
LMB2-1.2_000294,NA,isoprenyl transferase
LMB2-1.2_000295,NA,hemolysin III family protein
LMB2-1.2_000296,NA,hypothetical protein
LMB2-1.2_000297,NA,DUF4307 domain-containing protein
LMB2-1.2_000298,"greA;go_function=DNA binding|0003677||IEA,RNA polymerase binding|0070063||IEA;go_process=regulation of DNA-templated transcription%2C elongation|0032784||IEA",transcription elongation factor GreA
LMB2-1.2_000299,ilvA;go_function=L-threonine ammonia-lyase activity|0004794||IEA;go_process=isoleucine metabolic process|0006549||IEA,threonine ammonia-lyase
LMB2-1.2_000300,NA,AI-2E family transporter
LMB2-1.2_000301,NA,winged helix DNA-binding domain-containing protein
LMB2-1.2_000303,NA,LemA family protein
LMB2-1.2_000304,NA,FAD-binding protein
LMB2-1.2_000305,NA,alanine racemase
LMB2-1.2_000307,NA,cation-transporting ATPase
LMB2-1.2_000308,NA,FAD-dependent oxidoreductase
LMB2-1.2_000309,NA,S8 family serine peptidase
LMB2-1.2_000310,NA,DUF501 domain-containing protein
LMB2-1.2_000311,NA,septum formation initiator family protein
LMB2-1.2_000312,eno;go_function=phosphopyruvate hydratase activity|0004634||IEA;go_process=glycolytic process|0006096||IEA,phosphopyruvate hydratase
LMB2-1.2_000313,NA,O-methyltransferase
LMB2-1.2_000314,NA,CPBP family intramembrane metalloprotease
LMB2-1.2_000315,NA,DUF1648 domain-containing protein
LMB2-1.2_000316,NA,GntR family transcriptional regulator
LMB2-1.2_000317,NA,DUF4442 domain-containing protein
LMB2-1.2_000318,NA,APC family permease
LMB2-1.2_000319,NA,SGNH/GDSL hydrolase family protein
LMB2-1.2_000320,NA,ATP phosphoribosyltransferase regulatory subunit
LMB2-1.2_000321,NA,MazG family protein
LMB2-1.2_000322,NA,phosphoenolpyruvate carboxylase
LMB2-1.2_000323,gdhA;go_function=oxidoreductase activity%2C acting on the CH-NH2 group of donors%2C NAD or NADP as acceptor|0016639||IEA;go_process=cellular amino acid metabolic process|0006520||IEA,NADP-specific glutamate dehydrogenase
LMB2-1.2_000324,NA,APC family permease
LMB2-1.2_000325,NA,aminotransferase
LMB2-1.2_000326,NA,gamma carbonic anhydrase family protein
LMB2-1.2_000327,NA,hypothetical protein
LMB2-1.2_000328,NA,SDR family oxidoreductase
LMB2-1.2_000329,"mfd;go_function=double-stranded DNA binding|0003690||IEA,protein binding|0005515||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;go_process=DNA repair|0006281||IEA",transcription-repair coupling factor
LMB2-1.2_000330,NA,GNAT family N-acetyltransferase
LMB2-1.2_000331,NA,Fpg/Nei family DNA glycosylase
LMB2-1.2_000332,"ribD;go_function=5-amino-6-(5-phosphoribosylamino)uracil reductase activity|0008703||IEA,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity|0008835||IEA",bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
LMB2-1.2_000333,NA,riboflavin synthase
LMB2-1.2_000334,ribA;go_function=GTP cyclohydrolase II activity|0003935||IEA,GTP cyclohydrolase II
LMB2-1.2_000335,ribH;go_component=riboflavin synthase complex|0009349||IEA;go_function=6%2C7-dimethyl-8-ribityllumazine synthase activity|0000906||IEA,6%2C7-dimethyl-8-ribityllumazine synthase
LMB2-1.2_000336,NA,Fe-S protein
LMB2-1.2_000337,NA,GAF domain-containing protein
LMB2-1.2_000338,NA,metallophosphoesterase
LMB2-1.2_000339,NA,MHS family MFS transporter
LMB2-1.2_000340,NA,HAD-IA family hydrolase
LMB2-1.2_000341,NA,AsnC family protein
LMB2-1.2_000342,NA,ABC transporter ATP-binding protein/permease
LMB2-1.2_000343,NA,phosphoenolpyruvate carboxykinase (GTP)
LMB2-1.2_000344,NA,helix-turn-helix domain-containing protein
LMB2-1.2_000345,NA,winged helix DNA-binding domain-containing protein
LMB2-1.2_000346,NA,glyceraldehyde-3-phosphate dehydrogenase
LMB2-1.2_000347,NA,SMR family transporter
LMB2-1.2_000348,NA,SMR family transporter
LMB2-1.2_000350,"murQ;go_function=carbon-oxygen lyase activity|0016835||IEA;go_process=amino sugar metabolic process|0006040||IEA,peptidoglycan turnover|0009254||IEA",N-acetylmuramic acid 6-phosphate etherase
LMB2-1.2_000351,NA,ATPase
LMB2-1.2_000352,NA,MurR/RpiR family transcriptional regulator
LMB2-1.2_000353,NA,DUF998 domain-containing protein
LMB2-1.2_000354,NA,HAD-IA family hydrolase
LMB2-1.2_000356,NA,Lrp/AsnC family transcriptional regulator
LMB2-1.2_000357,pdhA;go_component=cytosolic pyruvate dehydrogenase complex|0045250||IEA;go_function=pyruvate dehydrogenase (acetyl-transferring) activity|0004739||IEA;go_process=acetyl-CoA biosynthetic process from pyruvate|0006086||IEA,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
LMB2-1.2_000358,NA,alpha-ketoacid dehydrogenase subunit beta
LMB2-1.2_000359,NA,2-oxo acid dehydrogenase subunit E2
LMB2-1.2_000361,NA,MHS family MFS transporter
LMB2-1.2_000362,NA,acetyl-CoA C-acyltransferase
LMB2-1.2_000363,NA,enoyl-CoA hydratase/isomerase family protein
LMB2-1.2_000364,NA,3-hydroxyacyl-CoA dehydrogenase family protein
LMB2-1.2_000365,paaZ,phenylacetic acid degradation bifunctional protein PaaZ
LMB2-1.2_000366,NA,TetR/AcrR family transcriptional regulator
LMB2-1.2_000367,paaF;go_function=phenylacetate-CoA ligase activity|0047475||IEA;go_process=phenylacetate catabolic process|0010124||IEA,phenylacetate--CoA ligase
LMB2-1.2_000368,paaI;go_process=phenylacetate catabolic process|0010124||IEA,hydroxyphenylacetyl-CoA thioesterase PaaI
LMB2-1.2_000369,"ptsP;go_function=phosphoenolpyruvate-protein phosphotransferase activity|0008965||IEA;go_process=regulation of nitrogen utilization|0006808||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA",phosphoenolpyruvate--protein phosphotransferase
LMB2-1.2_000370,dhaL;go_function=glycerone kinase activity|0004371||IEA;go_process=glycerol metabolic process|0006071||IEA,dihydroxyacetone kinase subunit L
LMB2-1.2_000371,dhaK;go_function=glycerone kinase activity|0004371||IEA;go_process=glycerol metabolic process|0006071||IEA,dihydroxyacetone kinase subunit DhaK
LMB2-1.2_000372,NA,IclR family transcriptional regulator
LMB2-1.2_000373,NA,DEAD/DEAH box helicase
LMB2-1.2_000374,NA,pilus assembly protein CpaE
LMB2-1.2_000375,paaA;go_function=phenylacetyl-CoA 1%2C2-epoxidase activity|0097266||IEA;go_process=phenylacetate catabolic process|0010124||IEA,1%2C2-phenylacetyl-CoA epoxidase subunit A
LMB2-1.2_000376,paaB;go_process=phenylacetate catabolic process|0010124||IEA,1%2C2-phenylacetyl-CoA epoxidase subunit B
LMB2-1.2_000377,paaC;go_process=phenylacetate catabolic process|0010124||IEA,phenylacetate-CoA oxygenase subunit PaaC
LMB2-1.2_000378,paaJ;go_process=phenylacetate catabolic process|0010124||IEA,phenylacetate-CoA oxygenase subunit PaaJ
LMB2-1.2_000379,paaK;go_process=phenylacetate catabolic process|0010124||IEA,phenylacetate-CoA oxygenase/reductase subunit PaaK
LMB2-1.2_000380,NA,enoyl-CoA hydratase/isomerase family protein
LMB2-1.2_000381,NA,ATP-dependent DNA ligase
LMB2-1.2_000382,NA,phosphoribosyltransferase
LMB2-1.2_000383,NA,transglutaminase family protein
LMB2-1.2_000384,NA,alpha-E domain-containing protein
LMB2-1.2_000385,NA,circularly permuted type 2 ATP-grasp protein
LMB2-1.2_000386,NA,thiamine pyrophosphate-dependent enzyme
LMB2-1.2_000387,NA,PhzF family phenazine biosynthesis protein
LMB2-1.2_000388,NA,NUDIX domain-containing protein
LMB2-1.2_000389,NA,VOC family protein
LMB2-1.2_000390,NA,FAD-dependent monooxygenase
LMB2-1.2_000391,NA,MHS family MFS transporter
LMB2-1.2_000392,NA,fumarylacetoacetate hydrolase family protein
LMB2-1.2_000393,NA,GntR family transcriptional regulator
LMB2-1.2_000394,hpaE;go_function=5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity|0018480||IEA;go_process=4-hydroxyphenylacetate catabolic process|1901023||IEA,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
LMB2-1.2_000395,hpaD;go_function=3%2C4-dihydroxyphenylacetate 2%2C3-dioxygenase activity|0008687||IEA,3%2C4-dihydroxyphenylacetate 2%2C3-dioxygenase
LMB2-1.2_000396,NA,fumarylacetoacetate hydrolase family protein
LMB2-1.2_000397,NA,HpcH/HpaI aldolase/citrate lyase family protein
LMB2-1.2_000398,NA,MFS transporter
LMB2-1.2_000399,NA,hypothetical protein
LMB2-1.2_000400,NA,ATP-binding protein
LMB2-1.2_000401,NA,phage holin family protein
LMB2-1.2_000402,NA,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
LMB2-1.2_000403,NA,serine hydroxymethyltransferase
LMB2-1.2_000404,NA,beta-N-acetylhexosaminidase
LMB2-1.2_000405,nagA;go_function=N-acetylglucosamine-6-phosphate deacetylase activity|0008448||IEA;go_process=amino sugar metabolic process|0006040||IEA,N-acetylglucosamine-6-phosphate deacetylase
LMB2-1.2_000406,NA,sigma-70 family RNA polymerase sigma factor
LMB2-1.2_000407,NA,hypothetical protein
LMB2-1.2_000408,NA,YrdB family protein
LMB2-1.2_000409,NA,FAD-binding protein
LMB2-1.2_000410,NA,NUDIX domain-containing protein
LMB2-1.2_000411,nagB;go_function=glucosamine-6-phosphate deaminase activity|0004342||IEA;go_process=N-acetylglucosamine catabolic process|0006046||IEA,glucosamine-6-phosphate deaminase
LMB2-1.2_000412,NA,ROK family protein
LMB2-1.2_000413,NA,ROK family transcriptional regulator
LMB2-1.2_000414,NA,family 20 glycosylhydrolase
LMB2-1.2_000415,NA,alanine racemase
LMB2-1.2_000416,NA,RidA family protein
LMB2-1.2_000417,NA,L%2CD-transpeptidase/peptidoglycan binding protein
LMB2-1.2_000418,NA,NADP-dependent isocitrate dehydrogenase
LMB2-1.2_000419,NA,GNAT family N-acetyltransferase
LMB2-1.2_000420,NA,LacI family transcriptional regulator
LMB2-1.2_000421,NA,extracellular solute-binding protein
LMB2-1.2_000422,NA,sugar ABC transporter permease
LMB2-1.2_000423,NA,carbohydrate ABC transporter permease
LMB2-1.2_000424,yicI;go_function=hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA;go_process=carbohydrate metabolic process|0005975||IEA,alpha-xylosidase
LMB2-1.2_000425,NA,hypothetical protein
LMB2-1.2_000426,NA,ABC transporter ATP-binding protein/permease
LMB2-1.2_000427,NA,ABC transporter ATP-binding protein/permease
LMB2-1.2_000428,NA,methylated-DNA--[protein]-cysteine S-methyltransferase
LMB2-1.2_000429,NA,helix-turn-helix domain-containing protein
LMB2-1.2_000430,NA,amino acid permease
LMB2-1.2_000431,NA,LysR family transcriptional regulator
