gene,kmer_cluster,kmer_fisher_pvalue,kmer_fisher_qvalue,cluster_name_original,centroid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,product,Isolate,orthogroup,ampo_positive,mhpa_positive
LTA6-1.2_002523,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH10-1.2_000731,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH12-1.2_001605,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH13-1.2_001966,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO13-1.2_002271,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf320-1-1.1_002143,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN7-1.2_003283,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH11-1.2_002356,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO14-1.2_002991,kmer_cluster_119,1,1,cluster.fasta100,centroid=LM3X-1.2_002477;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM3X-1.2_001148,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMB2-1.2_001307,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,1424.31908378599,0.689576483835914,0.449485846669013,1.53414504360066,0.124993974084846,0.525160991595735,argG;go_function=argininosuccinate synthase activity|0004055||IEA,ATP binding|0005524||IEA,protein homodimerization activity|0042803||IEA;go_process=arginine biosynthetic process|0006526||IEA,argininosuccinate synthase,NA,NA,NA,NA
LMS4-1.2_001454,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMX7-1.2_001893,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTA6-1.2_001155,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH10-1.2_003235,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH12-1.2_002898,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO13-1.2_000892,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf159-1-1.1_002268,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf320-1-1.1_001412,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMI12-1-1.1_001951,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH3-1.2_000843,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH7-1.2_002712,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWS13-1.2_002574,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf288-1-1.1_000307,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root166-1-1.1_000999,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root53-1-1.1_000085,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHB019-1-1.1_001890,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN7-1.2_001836,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH11-1.2_000887,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH13-1.2_003315,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO12-1.2_003237,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO14-1.2_001740,kmer_cluster_41,1,1,cluster.fasta101,centroid=LM3X-1.2_001148;seqs=23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMI1-1-1.1_000943,kmer_cluster_174,1,1,cluster.fasta102,centroid=LMI1-1-1.1_000943;seqs=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH7-1.2_002176,kmer_cluster_175,0.028657616892911,0.162588112167944,cluster.fasta103,centroid=LWH7-1.2_002176;seqs=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf288-1-1.1_003950,kmer_cluster_175,0.028657616892911,0.162588112167944,cluster.fasta103,centroid=LWH7-1.2_002176;seqs=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN7-1.2_001955,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM3X-1.2_001294,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMB2-1.2_001453,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,563.204465651613,-0.0112726425837265,0.132743678342755,-0.084920372287858,0.932324695545532,0.960909754712434,NA,CCA tRNA nucleotidyltransferase,NA,NA,NA,NA
LMS4-1.2_001559,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMX7-1.2_002039,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTA6-1.2_001261,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH10-1.2_003382,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH11-1.2_001033,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH12-1.2_002796,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH13-1.2_003164,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO12-1.2_003087,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO13-1.2_000997,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO14-1.2_001886,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root1433D1-1-1.1_003236,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root280D1-1-1.1_000236,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root322-1-1.1_002234,kmer_cluster_49,1,1,cluster.fasta104,centroid=LBN7-1.2_001955;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN7-1.2_002161,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH11-1.2_001234,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO14-1.2_002036,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM3X-1.2_001446,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMB2-1.2_001605,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,458.523178860637,-0.145075751247158,0.346753689066627,-0.418382718977453,0.675667319309137,0.841708437007607,NA,DEAD/DEAH box helicase,NA,NA,NA,NA
LMX7-1.2_002191,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH10-1.2_003561,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO12-1.2_002894,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root1433D1-1-1.1_001096,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root322-1-1.1_002044,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMS4-1.2_001710,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTA6-1.2_001413,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH12-1.2_002658,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO13-1.2_001160,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH3-1.2_000697,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf288-1-1.1_000471,kmer_cluster_52,1,1,cluster.fasta105,centroid=LBN7-1.2_002161;seqs=16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM3X-1.2_001900,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMB2-1.2_002059,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,351.339105496146,0.0588178166894352,0.147851375085417,0.397817177252864,0.69076495446572,0.848011947669768,NA,FAD-dependent oxidoreductase,NA,NA,NA,NA
LMX7-1.2_002644,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH13-1.2_002557,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO12-1.2_002470,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO14-1.2_002338,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO14-1.2_002426,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf159-1-1.1_003509,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN7-1.2_002571,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMS4-1.2_002058,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTA6-1.2_001761,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH10-1.2_000098,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH11-1.2_001649,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH12-1.2_002302,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO12-1.2_002566,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO13-1.2_001506,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root1433D1-1-1.1_000808,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Root322-1-1.1_001759,kmer_cluster_74,0.028657616892911,0.162588112167944,cluster.fasta106,centroid=LM3X-1.2_001900;seqs=18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM3X-1.2_001922,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMB2-1.2_002081,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,1046.75536346442,2.0452560332203,0.532920787238874,3.83782371075638,0.000124129541876122,0.0119377153701436,NA,aldehyde dehydrogenase family protein,NA,NA,NA,NA
LMS4-1.2_002661,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMX7-1.2_002666,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTA6-1.2_001940,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH10-1.2_002703,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH12-1.2_002149,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH13-1.2_002535,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO12-1.2_002450,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO13-1.2_001698,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWO14-1.2_002448,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN7-1.2_001116,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH11-1.2_000160,kmer_cluster_78,2.65172782279854e-11,9.21475418422493e-10,cluster.fasta107,centroid=LM3X-1.2_001922;seqs=13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH10-1.2_000907,kmer_cluster_176,0.129785656101446,0.487573140489214,cluster.fasta108,centroid=LWH10-1.2_000907;seqs=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LWH3-1.2_000013,kmer_cluster_86,1,1,cluster.fasta109,centroid=LWH3-1.2_000013;seqs=15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN7-1.2_002879,kmer_cluster_86,1,1,cluster.fasta109,centroid=LWH3-1.2_000013;seqs=15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
