"gene","LMB2_D1","LMB2_D2","LMB2_D4","LMB2_D5","LMB2_D6","LMB2_M1","LMB2_M2","LMB2_M3","LMB2_M5","LMB2_M7","symbol","product"
"LMB2-1.2_000017",72.4313765875249,66.4594218810634,78.230905930679,86.9070348498908,88.8859792738109,92.4359368394499,102.554046894413,96.359038950388,23.0528388151115,14.1184542385228,NA,NA
"LMB2-1.2_000018",20.8136139619324,25.8453307315247,18.1404999259546,18.8571868070518,45.4765475354382,23.8449391210046,27.0297487938764,15.3906798323536,6.91585164453346,0,NA,NA
"LMB2-1.2_000019",84.0870004062071,78.7667222294085,86.1673746482842,81.167891039049,104.389347751801,92.4359368394499,96.9890986133212,86.3216390597226,6.91585164453346,2.35307570642047,NA,NA
"LMB2-1.2_000020",21.6461585204097,19.6916805573521,11.3378124537216,13.1180429962099,22.7382737677191,7.65393107587801,14.3098670085228,12.0448798687985,6.91585164453346,0,NA,NA
"LMB2-1.2_000021",17.4834357280232,18.4609505225176,12.4715936990938,18.0373091197887,19.637600072121,21.4898834053498,17.4898374548612,15.3906798323536,0,2.35307570642047,NA,NA
"LMB2-1.2_000022",42.4597724823422,72.6130720552359,37.4147810972813,45.0932727994717,55.812126520765,45.9235864552681,46.9045640834914,43.4953995262168,16.1369871705781,9.41230282568186,NA,NA
"LMB2-1.2_000023",133.207129356368,130.457383692458,109.9767808011,113.143120842311,149.865895287239,163.087608309093,157.408537093751,141.861918454738,48.4109615117342,16.4715299449433,NA,NA
"LMB2-1.2_000024",19.1485248449778,36.9219010450352,14.7391561898381,15.5776760579993,22.7382737677191,10.5977507204465,19.0798226780304,13.3831998542206,6.91585164453346,0,NA,NA
"LMB2-1.2_000025",68.2686537951384,59.0750416720564,70.2944372130739,65.5902149810497,83.7181897811475,75.9505468298665,118.453899126105,70.930959227369,18.4422710520892,18.8246056513637,NA,NA
"LMB2-1.2_000026",104.90061436814,121.842273448616,113.378124537216,126.261163838521,141.597432098978,148.074128121794,162.178492763258,123.125438658829,41.4951098672007,11.7653785321023,NA,NA
"LMB2-1.2_000027",83.2544558477298,88.6125625080846,81.6322496667955,70.5094811046284,111.62425304153,100.384249879785,99.374076448075,86.3216390597226,39.1898259856896,14.1184542385228,NA,NA
"LMB2-1.2_000028",138.202396707231,150.14906424981,164.398280578963,157.416515954519,163.302147968164,173.096595100626,175.693367160197,167.289998177757,36.8845421041784,28.2369084770456,NA,NA
"LMB2-1.2_000029",149.025475967436,118.150083344113,137.187530690031,174.633947387045,160.201474272566,200.474117795113,177.283352383366,175.989078083,87.6007874974238,28.2369084770456,NA,NA
"LMB2-1.2_000030",289.7255063501,283.067908011937,229.023811565176,280.398169043987,321.436506443665,374.159476824652,294.942258897887,350.639836180579,168.285723350314,25.8838327706251,NA,"DNA cytosine methyltransferase"
"LMB2-1.2_000031",102.402980692708,91.0740225777536,85.033593402912,100.025077846101,113.691368838595,131.58873811221,116.068921291352,93.0132389868329,55.3268131562676,14.1184542385228,NA,NA
"LMB2-1.2_000032",105.733158926617,108.304243065437,96.3714058566336,98.3853224715746,98.1880003606051,83.0157139768308,87.449187274306,66.2468392783918,82.9902197344015,131.772239559546,NA,NA
"LMB2-1.2_000033",40.7946833653876,54.1521215327183,40.8161248333978,42.6336397376823,43.4094317383728,30.9101062679689,40.5446231908146,40.8187595553727,11.5264194075558,2.35307570642047,NA,"hypothetical protein"
"LMB2-1.2_000034",75.7615548214341,73.8438020900705,45.3512498148864,59.8510711702079,74.4161686943533,50.0449339576639,32.5946970749686,51.5253194387492,20.7475549336004,7.0592271192614,NA,NA
"LMB2-1.2_000035",41.6272279238649,60.3057717068909,56.689062268608,45.9131504867348,38.2416422457094,36.2089816281921,55.649482810922,46.841199489772,2.30528388151115,7.0592271192614,NA,NA
"LMB2-1.2_000036",15.8183466110687,23.3838706618556,14.7391561898381,21.3168198688412,23.7718316662518,13.2471884005581,21.4648005127842,17.3981598104867,0,0,NA,NA
"LMB2-1.2_000037",18.3159802865005,24.6146006966902,17.0067186805824,30.3354744287355,37.2080843471767,18.8404457252382,16.6948448432766,25.4280797230191,6.91585164453346,0,NA,NA
"LMB2-1.2_000038",111.560970835958,88.6125625080846,62.3579684954688,95.9256894097852,99.2215582591378,108.33256292012,98.5790838364904,102.381478884787,29.968690459645,11.7653785321023,NA,NA
"LMB2-1.2_000039",84.9195449646844,99.6891328215951,72.5619997038182,88.5467902244171,97.1544424620724,95.0853745195615,108.91398778709,100.373998906654,13.8317032890669,4.70615141284093,NA,NA
"LMB2-1.2_000040",289.7255063501,322.451269126641,312.923623722716,308.274010410934,356.577474993776,385.934755402926,360.926645659408,341.940756275335,99.1272069049795,37.6492113027274,NA,NA
"LMB2-1.2_000041",297.218407376395,303.990318604123,242.629186509642,308.274010410934,320.402948545132,349.725773774734,359.336660436239,358.0005961004,96.8219230234684,23.5307570642047,NA,"phage portal protein"
"LMB2-1.2_000042",135.7047630318,148.918334214975,131.518624463171,141.83883989652,176.738400649089,167.208955811489,164.563470598012,133.831998542206,62.2426648008011,11.7653785321023,NA,"HK97 family phage prohead protease"
"LMB2-1.2_000043",291.390595467054,276.914257837764,309.5222799866,292.696334352934,357.611032892309,307.923534821862,320.382022468594,267.663997084411,76.074368089868,40.0022870091479,NA,"phage major capsid protein"
"LMB2-1.2_000044",72.4313765875249,75.074532124905,79.3646871760512,60.670948857471,72.349052897288,66.8247059317042,49.2895419182452,51.5253194387492,4.6105677630223,16.4715299449433,NA,NA
"LMB2-1.2_000045",77.4266439383887,61.5365017417254,74.8295621945626,76.2486249154703,71.3154949987553,78.3056025455212,88.2441798858906,72.269279212791,13.8317032890669,16.4715299449433,NA,NA
"LMB2-1.2_000046",82.4219112892525,103.381322926099,69.1606559677018,86.0871571626277,84.7517476796802,99.795485950871,76.3192907121216,86.9907990524337,16.1369871705781,9.41230282568186,NA,NA
"LMB2-1.2_000047",40.7946833653876,61.5365017417254,52.1539372871194,54.9318050466291,49.6107791295689,66.5303239672474,58.8294532572604,53.5327994168822,16.1369871705781,7.0592271192614,NA,NA
"LMB2-1.2_000048",64.9384755612292,65.2286918462289,61.2241872500966,61.4908265447341,69.2483792016899,66.2359420027905,70.7543424310294,46.841199489772,4.6105677630223,9.41230282568186,NA,NA
"LMB2-1.2_000049",123.21659465464,137.841763901465,102.040312083494,132.000307649363,98.1880003606051,112.453910422515,129.58379568829,115.095518746297,13.8317032890669,14.1184542385228,NA,NA
"LMB2-1.2_000050",92.41244599098,121.842273448616,105.441655819611,118.882264653153,115.758484635661,109.804472742404,108.91398778709,82.3066791034565,23.0528388151115,21.1776813577842,NA,NA
"LMB2-1.2_000051",37.4645051314784,47.9984713585458,41.9499060787699,52.4721719848398,43.4094317383728,36.503363592649,46.1095714719068,30.7813596647073,11.5264194075558,0,NA,NA
"LMB2-1.2_000052",657.710201197065,665.824948845469,621.312122463944,646.883495250603,776.201981798047,835.456015128531,758.422951451708,722.023632135199,182.117426639381,61.1799683669321,NA,"tape measure protein"
"LMB2-1.2_000053",107.398248043571,114.457893239609,108.842999555727,123.801530776731,138.49675840338,120.696605427307,143.098670085228,115.095518746297,34.5792582226673,30.589984183466,NA,NA
"LMB2-1.2_000054",17.4834357280232,20.9224105921866,27.2107498889318,31.9752298032617,22.7382737677191,15.6022441162129,19.0798226780304,6.69159992711028,0,2.35307570642047,NA,NA
"LMB2-1.2_000055",202.308327709983,221.531406270211,187.073905486406,219.727220186516,228.416295575723,244.925794428096,238.49778347538,202.08631779873,39.1898259856896,37.6492113027274,NA,NA
"LMB2-1.2_000056",164.843822578505,152.610524319479,130.384843217798,164.795415139887,198.443116518276,192.820186719235,184.438285887627,157.921758279803,29.968690459645,14.1184542385228,NA,NA
"LMB2-1.2_000057",89.9148123155481,105.842782995768,70.2944372130739,81.9877687263121,143.664547896043,114.220202209257,119.24889173769,82.3066791034565,25.3581226966227,7.0592271192614,NA,NA
"LMB2-1.2_000058",136.537307590277,163.687094632989,148.525343143753,161.515904390835,194.308884924145,203.123555475224,148.66361836632,173.312438112156,41.4951098672007,14.1184542385228,NA,"M23 family metallopeptidase"
"LMB2-1.2_000059",36.6319605730011,52.9213914978838,54.4214997778637,40.9938843631561,32.0402948545132,27.3775226944867,47.699556695076,18.7364797959088,13.8317032890669,4.70615141284093,NA,NA
"LMB2-1.2_000060",119.053871862254,100.91986285643,129.251061972426,113.962998529574,97.1544424620724,121.579751320678,128.788803076705,109.742238804609,32.2739743411561,11.7653785321023,NA,NA
"LMB2-1.2_000061",104.90061436814,88.6125625080846,104.307874574239,100.025077846101,115.758484635661,123.051661142962,112.888950845013,96.359038950388,34.5792582226673,16.4715299449433,NA,NA
"LMB2-1.2_000062",114.05860451139,116.919353309278,97.5051871020057,134.459940711152,137.463200504847,143.952780619398,140.713692250474,123.125438658829,66.8532325638234,49.4145898348298,NA,"hypothetical protein"
"LMB2-1.2_000063",381.305407782602,365.526820345849,404.759904597861,346.8082617123,370.013727674701,287.611179274339,301.302199790563,246.920037310369,253.581226966227,209.423737871421,NA,"tyrosine-type recombinase/integrase"
"LMB2-1.2_000064",535.326151100902,498.445664107976,499.997529209123,485.367590859768,540.550780932594,569.923483188455,600.219421746373,586.184153614861,255.886510847738,280.016009064035,NA,"glycoside hydrolase family 15 protein"
"LMB2-1.2_000065",526.168160957652,443.062812540423,529.475841588799,456.671871805559,457.86614904998,417.728007564266,404.651239296561,525.290594278157,797.628223002858,1004.76332664154,NA,"glucose-6-phosphate dehydrogenase"
"LMB2-1.2_000066",209.801228736279,235.069436653391,189.341467977151,185.292357321465,239.785432459583,242.276356747985,209.878049458334,232.198517470727,99.1272069049795,84.7107254311368,NA,"AEC family transporter"
"LMB2-1.2_000067",90.7473568740254,47.9984713585458,85.033593402912,82.8076464135752,110.590695142997,104.211215417724,83.474224216383,104.38895886292,46.105677630223,25.8838327706251,NA,"CGNR zinc finger domain-containing protein"
"LMB2-1.2_000068",398.788843510626,483.676903689961,378.682935954301,450.112850307454,418.590948905737,426.559466497971,454.735773826391,513.91487440207,1092.70455983629,1065.94329500847,NA,"threonine/serine exporter family protein"
"LMB2-1.2_000069",77.4266439383887,82.458912333912,94.1038433658893,93.4660563479958,76.4832844914187,84.1932418346582,95.399113390152,75.6150791763462,147.538168416714,148.243769504489,NA,"MarR family transcriptional regulator"
"LMB2-1.2_000070",153.188198759823,167.379284737493,171.200968051196,151.677372143677,135.396084707782,106.566271133379,133.558758746213,171.304958134023,511.773021695476,642.389667852787,NA,"organic hydroperoxide resistance protein"
"LMB2-1.2_000071",410.444467329308,434.447702296581,505.666435435983,374.684103079246,386.550654051224,303.507805355009,335.486882088701,379.413715867153,1353.20163844705,1736.5698713383,NA,"zinc-binding dehydrogenase"
"LMB2-1.2_000072",190.652703891301,166.148554702659,190.475249222523,153.317127518204,161.235032171099,152.489857588647,213.058019904673,272.348117033388,938.250539775039,1298.8977899441,NA,"RidA family protein"
"LMB2-1.2_000073",250.595912101667,258.453307315247,272.107498889318,266.460248360514,315.235159052469,308.806680715232,263.142554434503,331.234196391959,276.634065781338,232.954494935626,NA,"DNA polymerase IV"
"LMB2-1.2_000074",144.86275317505,137.841763901465,129.251061972426,122.161775402205,99.2215582591378,73.006727185298,113.683943456598,109.073078811898,232.833672032626,338.842901724547,NA,"DUF1304 domain-containing protein"
"LMB2-1.2_000075",180.662169189574,190.763155399349,195.010374204011,188.571868070518,208.778695503602,176.334796709651,205.903086400411,199.409677827886,223.612536506582,287.075236183297,NA,"CPBP family intramembrane metalloprotease"
"LMB2-1.2_000076",225.619575347348,313.836158882799,268.706155153202,251.702449989778,230.483411372789,198.119062079458,275.067443608272,255.619117215613,799.93350688437,894.168768439777,"trmB;go_function=tRNA (guanine-N7-)-methyltransferase activity|0008176||IEA;go_process=tRNA modification|0006400||IEA","tRNA (guanosine(46)-N7)-methyltransferase TrmB"
"LMB2-1.2_000077",288.060417233145,278.144987872599,295.916905042134,264.820492985988,292.49688528475,280.546012127375,303.687177625317,285.062156894898,414.951098672007,604.74045655006,NA,"DUF3097 domain-containing protein"
"LMB2-1.2_000078",974.077133418438,987.045487937275,1074.82462061281,959.256894097852,795.839581870168,635.865043226789,723.443276541986,889.313630312956,2595.74965058156,2896.63619460359,NA,"TPM domain-containing protein"
"LMB2-1.2_000079",1571.01158184666,1565.48860430949,1731.28396168329,1420.02815433973,1268.1755414996,470.716761166498,1227.46859228662,928.794069882907,5057.79283603547,5685.03090671184,NA,"PspA/IM30 family protein"
"LMB2-1.2_000080",382.970496899557,316.297618952468,368.478904745952,310.733643472723,265.6243799229,222.847147093833,217.82797557418,301.121996719963,753.827829254147,1110.65173343046,NA,"arginase family protein"
"LMB2-1.2_000081",164.843822578505,169.840744807162,114.511905782588,151.677372143677,162.268590069632,137.476377401347,149.458610977905,139.854438476605,209.780833217515,155.302996623751,NA,"Fe-S oxidoreductase"
"LMB2-1.2_000082",253.093545777098,223.99286633988,241.49540526427,230.385630120937,173.637726953491,187.521311359011,230.547857359534,226.845237529039,587.847389785344,821.223421540742,NA,"SIP domain-containing protein"
"LMB2-1.2_000083",255.59117945253,244.915276932067,346.937061083881,251.702449989778,171.570611156426,183.399963856615,173.308389325443,190.041437929932,419.56166643503,524.735882531764,NA,"tyrosine-protein phosphatase"
"LMB2-1.2_000084",368.817239405443,402.448721390884,435.371998222909,347.628139399563,286.295537893554,203.712319404138,317.99704463384,314.505196574183,1484.60281969318,1637.74069166864,NA,"carboxymuconolactone decarboxylase family protein"
"LMB2-1.2_000085",554.47467594588,449.216462714595,536.278529061032,459.131504867348,442.362780571989,286.139269452055,361.721638270993,331.234196391959,1092.70455983629,1301.25086565052,NA,"alpha/beta hydrolase"
"LMB2-1.2_000086",1156.40439172497,1060.88929002735,1335.5943070484,1015.00857683174,1026.32299324296,516.934729586223,837.127219998584,653.100152885963,3167.46005319632,3936.69565684144,NA,"ABC transporter substrate-binding protein"
"LMB2-1.2_000087",273.074615180554,348.296599858166,341.26815485702,276.298780607672,255.288800937573,247.869614072665,270.297487938764,236.213477426993,477.193763472808,352.96135596307,NA,"ABC transporter permease"
"LMB2-1.2_000088",220.624307996484,238.761626757894,257.36834269948,215.627831750201,303.866022168609,231.384224063082,216.237990351011,192.048917908065,292.771052951916,204.71758645858,NA,"ABC transporter permease"
"LMB2-1.2_000089",203.140872268461,187.070965294845,191.609030467895,191.031501132307,189.141095431481,171.624685278342,170.128418879104,161.936718236069,152.148736179736,190.599132220058,NA,"ABC transporter ATP-binding protein"
"LMB2-1.2_000090",183.159802865005,211.685565991535,176.869874278057,185.292357321465,165.36926376523,196.05838832826,147.073633143151,184.688157988244,131.401181246136,152.94992091733,NA,"ABC transporter ATP-binding protein"
"LMB2-1.2_000091",128.211862005504,171.071474841997,147.391561898381,171.354436637992,171.570611156426,144.541544548312,189.208241557135,154.575958316247,122.180045720091,143.537618091648,NA,"N-acetyltransferase family protein"
"LMB2-1.2_000092",156.518376993732,163.687094632989,180.271218014173,134.459940711152,147.798779490174,142.480870797114,125.608832630367,153.906798323536,193.643846046937,178.833753687955,NA,"uracil-DNA glycosylase"
"LMB2-1.2_000093",258.088813127962,262.14549741975,267.57237390783,243.503673117147,221.181390285995,206.656139048706,248.83268742598,254.280797230191,746.911977609613,1040.05946223785,NA,"SDR family oxidoreductase"
"LMB2-1.2_000094",221.456852554961,231.377246548887,235.826499037409,227.925997059148,264.590822024367,282.017921949659,308.457133294825,248.927517288502,66.8532325638234,37.6492113027274,NA,"DMT family transporter"
"LMB2-1.2_000095",119.886416420731,107.073513030602,91.836280875145,95.1058117225221,118.859158331259,152.19547562419,118.453899126105,119.779638695274,41.4951098672007,16.4715299449433,NA,NA
"LMB2-1.2_000096",257.256268569485,233.838706618556,251.69943647262,245.143428491673,261.490148328769,255.229163184086,319.587029857009,262.979877135434,288.160485188894,185.892980807217,NA,"MerR family transcriptional regulator"
"LMB2-1.2_000097",938.277717403914,803.666712746934,1125.84477665455,755.927227656598,871.289308463054,372.981948966825,509.590264025728,424.916595371503,1157.2525085186,1343.60622836609,NA,"bifunctional o-acetylhomoserine/o-acetylserine sulfhydrylase"
"LMB2-1.2_000098",258.92135768644,251.06892710624,217.685999111455,215.627831750201,253.221685140508,225.790966738401,248.83268742598,264.318197120856,205.170265454492,152.94992091733,NA,"endonuclease/exonuclease/phosphatase family protein"
"LMB2-1.2_000099",832.544558477298,932.893366404557,1020.40312083494,869.070348498909,728.658318465543,441.57294668527,817.252404708969,764.180711675994,2964.59507162334,4080.23327493309,NA,"homoserine O-acetyltransferase"
"LMB2-1.2_000100",163.17873346155,157.533444458817,164.398280578963,154.95688289273,187.073979634416,187.815693323468,188.41324894555,194.725557878909,175.201574994848,131.772239559546,NA,"NUDIX domain-containing protein"
"LMB2-1.2_000101",358.826704703715,343.373679718828,334.465467384787,351.727527835879,390.684885645355,331.768473942866,364.106616105747,325.21175645756,380.37184044934,348.255204550229,NA,"MFS transporter"
"LMB2-1.2_000102",48.2875843916833,40.6140911495388,53.2877185324915,44.2733951122085,26.8725053618498,37.3865094860195,43.724593637153,36.8037995991065,25.3581226966227,25.8838327706251,NA,"thiamine-binding protein"
"LMB2-1.2_000103",329.68764515701,260.914767384916,284.579092588412,293.516212040197,321.436506443665,368.271837535515,345.026793427716,351.30899617329,156.759303942758,77.6514983118754,NA,"hypothetical protein"
"LMB2-1.2_000104",207.303595060847,207.993375887032,196.144155449384,188.571868070518,175.704842750556,204.006701368595,139.123707027305,246.250877317658,110.653626312535,96.4761039632391,NA,"NAD(P)H-hydrate dehydratase"
"LMB2-1.2_000105",344.673447209601,326.143459231145,309.5222799866,367.305203893878,325.570738037796,370.332511286713,311.637103741163,364.023036034799,675.448177282767,684.745030568355,NA,"NADH:flavin oxidoreductase/NADH oxidase"
"LMB2-1.2_000106",372.147417639352,359.373170171676,373.014029727441,389.441901449983,372.080843471767,343.838134485597,368.876571775254,317.181836545027,606.289660837433,642.389667852787,NA,"hemolysin family protein"
"LMB2-1.2_000107",447.908972460786,461.52376306294,510.201560417472,455.032116431032,426.859412093999,371.510039144541,450.760810768468,436.961475240301,1198.7476183858,1124.77018766898,NA,"hemolysin family protein"
"LMB2-1.2_000108",542.819052127198,524.2909948395,564.623060195336,510.783799164925,457.86614904998,473.954962775523,458.710736884314,540.0121141178,1583.73002659816,1981.28974480603,NA,"GuaB1 family IMP dehydrogenase-related protein"
"LMB2-1.2_000109",3345.16403596178,3085.44019733011,3954.62898385809,3219.65967788228,2789.57276813972,1364.16602329303,2112.29536898028,1889.70781941594,8518.02394218371,10501.7768777545,NA,"multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit"
"LMB2-1.2_000110",498.694190527901,495.984204038307,558.954153968475,502.585022292293,407.221812021878,455.114517050285,416.57612847033,505.884954489537,1212.57932167487,1689.50835720989,NA,"GNAT family N-acetyltransferase"
"LMB2-1.2_000111",59.9432082103654,87.38183247325,78.230905930679,75.4287472282072,74.4161686943533,42.9797668106996,89.8341651090598,74.9459191836351,239.74952367716,324.724447486024,NA,"zf-HC2 domain-containing protein"
"LMB2-1.2_000112",287.227872674668,315.066888917634,350.338404819997,314.833031909039,328.671411733394,218.137035662523,370.466556998423,374.729595918176,1353.20163844705,1343.60622836609,NA,"sigma-70 family RNA polymerase sigma factor"
"LMB2-1.2_000113",581.948646375631,548.90559553619,603.171622537989,610.808877011025,531.2487598458,445.399912223209,486.535478289775,511.907394423936,1104.23097924384,1225.95244304506,"aroA;go_function=3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA;go_process=chorismate biosynthetic process|0009423||IEA","3-phosphoshikimate 1-carboxyvinyltransferase"
"LMB2-1.2_000114",273.074615180554,284.298638046771,251.69943647262,294.336089727461,275.959958908227,267.88758765573,266.322524880841,244.912557332236,265.107646373782,211.776813577842,"rsgA;go_function=GTP binding|0005525||IEA,ribosome binding|0043022||IEA;go_process=translation|0006412||IEA","ribosome small subunit-dependent GTPase A"
"LMB2-1.2_000115",337.180546183306,292.913748290613,341.26815485702,320.57217571988,292.49688528475,188.993221181296,307.66214068324,268.333157077122,878.313158855749,1037.70638653143,"bcp;go_function=antioxidant activity|0016209||IEA,oxidoreductase activity|0016491||IEA","thioredoxin-dependent thiol peroxidase"
"LMB2-1.2_000116",152.355654201345,130.457383692458,156.461811861358,154.95688289273,192.241769127079,176.629178674108,151.048596201074,170.635798141312,232.833672032626,148.243769504489,NA,"hypothetical protein"
"LMB2-1.2_000117",178.997080072619,159.994904528486,166.665843069708,171.354436637992,202.577348112406,171.330303313885,143.098670085228,194.056397886198,440.30922136863,454.14361133915,NA,"WhiB family transcriptional regulator"
"LMB2-1.2_000118",531.995972866993,588.288956650895,633.783716163037,526.361475222924,524.013854556071,468.067323486386,487.33047090136,451.682995079944,804.544074647392,644.742743559207,NA,"PAS domain-containing sensor histidine kinase"
"LMB2-1.2_000119",84.0870004062071,81.2281822990775,107.709218310355,89.3666679116802,113.691368838595,117.458403818282,115.273928679767,108.403918819187,41.4951098672007,9.41230282568186,NA,"Rv3235 family protein"
"LMB2-1.2_000120",139.034941265709,131.688113727292,108.842999555727,131.180429962099,159.167916374034,196.352770292717,148.66361836632,183.349838002822,34.5792582226673,18.8246056513637,NA,"hypothetical protein"
"LMB2-1.2_000121",84.0870004062071,81.2281822990775,75.9633434399347,94.2859340352589,105.422905650334,142.186488832657,156.613544482166,135.839478520339,78.3796519713792,54.1207412476707,NA,"helix-turn-helix domain-containing protein"
"LMB2-1.2_000122",142.365119499618,173.532934911666,138.321311935404,159.056271329046,199.476674416808,196.352770292717,197.158167672981,165.951678192335,55.3268131562676,21.1776813577842,NA,"SAF domain-containing protein"
"LMB2-1.2_000123",225.619575347348,184.609505225176,165.532061824335,217.267587124727,197.409558619743,274.658372838238,152.638581424243,226.845237529039,59.9373809192899,11.7653785321023,NA,"P-loop NTPase"
"LMB2-1.2_000124",572.790656232381,523.060264804666,658.726903561225,505.044655354083,532.282317744333,317.343757684481,542.184961100697,417.555835451682,1364.7280578546,1513.02767922836,NA,"pyridoxal phosphate-dependent aminotransferase"
"LMB2-1.2_000125",2053.88742576349,2065.1649984523,2272.09761572581,1974.2654709296,1894.51162801041,1013.55710362492,1665.50952126974,1504.9408236071,6989.62072874181,8421.65795327885,"secA;go_function=ATP binding|0005524||IEA;go_process=protein targeting|0006605||IEA,intracellular protein transport|0006886||IEA,protein import|0017038||IEA","preprotein translocase subunit SecA"
"LMB2-1.2_000126",169.839089929369,185.840235260011,174.602311787313,201.689911066728,195.342442822677,195.469624399346,171.718404102274,184.688157988244,147.538168416714,223.542192109944,NA,"PadR family transcriptional regulator"
"LMB2-1.2_000127",740.964657044795,651.056188427455,673.466059751063,642.784106814287,545.718570425258,464.829121877361,499.255360075129,479.118554781096,1360.11749009158,1425.9638780908,NA,"hypothetical protein"
"LMB2-1.2_000128",1113.94461924262,1196.26959385914,1182.53383892316,883.008269182382,886.792676941044,568.157191401714,1940.57696487801,1603.30734253562,8633.28813625926,8346.35953067339,"raiA;go_component=ribosome|0005840||IEA,cytosolic ribosome|0022626||IEA;go_function=translation regulator activity|0045182||IEA;go_process=translational attenuation|0009386||IEA","ribosome-associated translation inhibitor RaiA"
"LMB2-1.2_000129",166.50891169546,182.148045155507,148.525343143753,167.255048201677,169.50349535936,193.703332612605,152.638581424243,168.628318163179,55.3268131562676,18.8246056513637,NA,"ComF family protein"
"LMB2-1.2_000130",487.038566709219,488.5998238293,414.963935806211,454.212238743769,482.671538614764,461.885302232792,453.145788603222,455.69795503621,440.30922136863,364.726734495172,NA,"LpqB family beta-propeller domain-containing protein"
"LMB2-1.2_000131",368.817239405443,402.448721390884,402.492342107117,494.386245419662,465.101054339708,439.512272934072,481.765522620267,415.548355473548,511.773021695476,397.669794385059,NA,"HAMP domain-containing histidine kinase"
"LMB2-1.2_000132",296.385862817918,301.528858534454,309.5222799866,270.55963679683,285.261979995021,201.062881724026,262.347561822918,214.131197667529,574.015686496277,585.915850898696,NA,"response regulator transcription factor"
"LMB2-1.2_000133",675.193636925088,758.129701458057,809.519809195722,750.188083845756,637.705223394667,430.975195964824,834.74224216383,734.737671996709,3098.30153675099,3602.55890652973,NA,"glycerophosphoryl diester phosphodiesterase membrane domain-containing protein"
