"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","product"
"LMB2-1.2_003143",225.010863075036,-0.00170490907173494,0.203360782315249,-0.00838366696038766,0.993310879927925,0.996864765008168,NA,"helix-turn-helix transcriptional regulator"
"LMB2-1.2_001474",213.405727070735,-0.00250764843084832,0.261337723675973,-0.00959543228423273,0.992344070209565,0.996786075895374,NA,"SDR family oxidoreductase"
"LMB2-1.2_000651",113.979293740828,-0.00206511433046238,0.191357741127254,-0.0107919037834433,0.991389473727604,0.99612446822899,NA,"hypothetical protein"
"LMB2-1.2_002328",1027.97149360197,0.0066986142782324,0.587965120201859,0.0113928769719072,0.990909996004934,0.995939995984654,"rpsQ;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA","30S ribosomal protein S17"
"LMB2-1.2_001695",365.751481556796,-0.00225697664379842,0.175242776737431,-0.01287914221526,0.989724215348858,0.995292643118717,NA,"phage portal protein"
"LMB2-1.2_001929",156.634481174024,-0.00232464963106343,0.184924661858489,-0.0125707929256204,0.98997022256728,0.995292643118717,NA,"GntR family transcriptional regulator"
"LMB2-1.2_000637",238.327226978947,-0.0014507159299236,0.106343775086439,-0.0136417569222498,0.989115790357984,0.995028018632688,NA,"nucleoside phosphorylase"
"LMB2-1.2_000952",234.430552110825,-0.00340675277161282,0.246447477971105,-0.0138234434357338,0.988970839162573,0.995028018632688,NA,"DUF3073 domain-containing protein"
"LMB2-1.2_001149",469.440246941525,0.00380612792531033,0.271823554906621,0.0140022005326869,0.988828225438266,0.995028018632688,NA,"HNH endonuclease"
"LMB2-1.2_000764",202.159926014074,-0.00432613543485982,0.238520511708549,-0.0181373727729797,0.985529263687848,0.992492849801945,NA,"ROK family protein"
"LMB2-1.2_001107",292.432935941274,-0.00789478424967428,0.423459218656693,-0.0186435526772053,0.985125458852601,0.992492849801945,NA,"alpha/beta fold hydrolase"
"LMB2-1.2_001128",374.010751904853,-0.00251062164026394,0.138503477292208,-0.0181267769542504,0.985537716538376,0.992492849801945,NA,"extracellular solute-binding protein"
"LMB2-1.2_003145",105.781152091137,0.00375724544009711,0.209791517460698,0.0179094249642433,0.985711110186543,0.992492849801945,NA,"SEC-C domain-containing protein"
"LMB2-1.2_000267",187.27457874111,-0.00343531759626568,0.168466774697741,-0.02039166240601,0.983730934905112,0.991920588468047,NA,"DUF6328 family protein"
"LMB2-1.2_000803",363.72957814521,0.00467892892477195,0.228744709104747,0.0204548072088057,0.983680563148215,0.991920588468047,"hpt;go_process=purine ribonucleoside salvage|0006166||IEA","hypoxanthine phosphoribosyltransferase"
"LMB2-1.2_001798",364.324570215181,0.00430134210297892,0.21400253909012,0.0200994909745793,0.983964006207608,0.991920588468047,NA,"glycosyltransferase"
"LMB2-1.2_000613",193.240426610393,0.00588689547913504,0.255381120078988,0.0230514122473668,0.981609262784549,0.990436684212467,NA,"DUF4325 domain-containing protein"
"LMB2-1.2_001094",138.52615249996,-0.00457286494619562,0.191835551741827,-0.0238374217118514,0.980982290312796,0.990100866324699,NA,"helix-turn-helix domain-containing protein"
"LMB2-1.2_003126",281.371174724232,0.00732921326090714,0.304383059843814,0.0240789131453897,0.98078966331816,0.990100866324699,NA,"FliM/FliN family flagellar motor switch protein"
"LMB2-1.2_002783",330.876696770296,-0.00421177684805255,0.170919018291696,-0.0246419438290043,0.980340563109023,0.990046905318023,NA,"prephenate dehydrogenase"
"LMB2-1.2_002925",247.650287561323,-0.00324565103625075,0.126241236709114,-0.0257099116014635,0.979488718156502,0.989483500994834,NA,"ABC transporter permease"
"LMB2-1.2_001796",271.483446364683,-0.00454094763739037,0.166054598470905,-0.0273461119367073,0.978183678598226,0.988461801909825,NA,"hypothetical protein"
"LMB2-1.2_002819",161.749431531021,-0.00562063132400135,0.200542271910616,-0.0280271648987129,0.977640485197585,0.988209571524046,"def;go_function=peptide deformylase activity|0042586||IEA;go_process=cellular protein modification process|0006464||IEA","peptide deformylase"
"LMB2-1.2_003159",4019.16684065347,-0.0193037557189361,0.668266121816165,-0.0288863299945144,0.976955248157551,0.98781356722689,"glnA;go_function=glutamate-ammonia ligase activity|0004356||IEA;go_process=glutamine biosynthetic process|0006542||IEA","type I glutamate--ammonia ligase"
"LMB2-1.2_000504",157.749934439591,0.00519933088252732,0.169275583068316,0.0307151851925921,0.975496680844046,0.986635164579645,"tsaB;go_function=double-stranded RNA binding|0003725||IEA;go_process=tRNA modification|0006400||IEA","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB"
"LMB2-1.2_002560",353.864310201885,0.00806702553923529,0.257921441485963,0.0312770644144928,0.975048581403412,0.986478366397321,NA,"CoA-acylating methylmalonate-semialdehyde dehydrogenase"
"LMB2-1.2_000694",441.574956864129,0.00491378373905573,0.155148856931095,0.0316714143839167,0.974734091463107,0.986456690278057,NA,"ABC transporter ATP-binding protein"
"LMB2-1.2_001851",131.284757115987,0.00797195330320748,0.24897922087133,0.0320185486777119,0.974457258774954,0.986456690278057,NA,"hypothetical protein"
"LMB2-1.2_003712",437.229923420744,-0.00455518562416725,0.143652068242002,-0.0317098506127556,0.974703439185391,0.986456690278057,NA,"DUF4913 domain-containing protein"
"LMB2-1.2_000608",274.893541268833,0.008957452789905,0.268415623547212,0.0333715775241729,0.973378274883615,0.985973901070794,NA,"TSUP family transporter"
"LMB2-1.2_000893",145.297053570231,0.00479543725719159,0.142193805555386,0.0337246565591334,0.973096717062235,0.985973901070794,NA,NA
"LMB2-1.2_001283",790.312733091207,0.00323510434656247,0.096656440416161,0.0334701374541986,0.973299679343215,0.985973901070794,NA,"HAMP domain-containing protein"
"LMB2-1.2_001985",294.441647369323,0.00592040982539339,0.17621367520166,0.0335979021981015,0.97319779512877,0.985973901070794,"galE;go_function=UDP-glucose 4-epimerase activity|0003978||IEA;go_process=galactose metabolic process|0006012||IEA","UDP-glucose 4-epimerase GalE"
"LMB2-1.2_003113",125.64895262839,0.0125035087261354,0.370235402232377,0.0337717804692476,0.973059139027614,0.985973901070794,"fliE;go_function=structural molecule activity|0005198||IEA;go_process=cilium or flagellum-dependent cell motility|0001539||IEA","flagellar hook-basal body complex protein FliE"
"LMB2-1.2_001329",192.481801889003,0.00716089828368572,0.199276448794844,0.035934493649362,0.971334591665137,0.985386448325754,NA,"MarR family transcriptional regulator"
"LMB2-1.2_003481",169.865837943989,-0.00908436475261028,0.247426730640033,-0.0367153731899186,0.970711950874734,0.98505168123134,NA,"EamA family transporter"
"LMB2-1.2_000587",166.102127571043,-0.00573532114089789,0.150778459496816,-0.0380380669761319,0.969657330920377,0.984278219504821,NA,"class I SAM-dependent methyltransferase"
"LMB2-1.2_002263",1304.27967949859,0.00638741956881041,0.163548519597663,0.0390551964916819,0.96884638171389,0.983751710663335,NA,"ATP-dependent helicase"
"LMB2-1.2_000569",271.134801034607,0.00887081248634704,0.215084966484163,0.041243293900786,0.967101939475308,0.982474974163061,NA,"sugar kinase"
"LMB2-1.2_001737",222.938470322238,0.00614171908014424,0.149803580170211,0.0409984799640025,0.967297107657868,0.982474974163061,NA,"DUF3817 domain-containing protein"
"LMB2-1.2_002293",315.976366049783,0.0088620880868494,0.213703681780983,0.0414690472948044,0.966921968299187,0.982474974163061,NA,"PQQ-dependent sugar dehydrogenase"
"LMB2-1.2_002511",520.687697075762,0.00396123619736369,0.0925073449726347,0.0428207749183105,0.965844403187108,0.981888330150349,NA,"HAMP domain-containing histidine kinase"
"LMB2-1.2_003398",350.788188445192,0.0105822216113868,0.245472457722753,0.0431096087502362,0.965614159746466,0.981888330150349,NA,"APC family permease"
"LMB2-1.2_000126",185.027053788262,-0.00565712995707688,0.129832220969843,-0.0435726194531549,0.965245077472957,0.981872145897242,NA,"PadR family transcriptional regulator"
"LMB2-1.2_000198",420.86138963125,-0.00734539733504929,0.163038978738172,-0.0450530136529217,0.964065053036803,0.98096824925087,NA,"PDZ domain-containing protein"
"LMB2-1.2_000534",225.463509480525,-0.00928140410971756,0.205007389152396,-0.0452735101309838,0.963889301634878,0.98096824925087,NA,"inositol monophosphatase"
"LMB2-1.2_002229",1973.32615886008,0.00741368367813102,0.163367374051942,0.0453804422159217,0.963804069776187,0.98096824925087,NA,"hypothetical protein"
"LMB2-1.2_003147",333.099559538055,-0.00530014493048851,0.116302772882945,-0.0455719567049613,0.963651421249126,0.98096824925087,NA,"bifunctional 3'-5' exonuclease/DNA polymerase"
"LMB2-1.2_002221",357.189199406638,-0.0146408638428544,0.30936214598256,-0.0473259706560212,0.962253429678637,0.980310243431686,NA,"alpha/beta hydrolase"
"LMB2-1.2_000092",157.720951132813,-0.00763703137544972,0.157720504655582,-0.0484212968512046,0.961380486777718,0.979717444291189,NA,"uracil-DNA glycosylase"
"LMB2-1.2_003601",154.304965383134,-0.0172424514246534,0.346506307873753,-0.0497608586996793,0.960312958252208,0.978925928975449,NA,"response regulator"
"LMB2-1.2_002770",262.125856120793,-0.0093110844486035,0.18311632331542,-0.0508479215835119,0.959446704338339,0.978339172009346,NA,"NAD kinase"
"LMB2-1.2_001615",297.199366588591,0.0112991954412565,0.217501494087611,0.0519499670043879,0.958568560085892,0.977776995202459,NA,"SDR family NAD(P)-dependent oxidoreductase"
"LMB2-1.2_001694",384.1455087315,-0.0125956830047954,0.242670983973115,-0.0519043636720527,0.958604897257312,0.977776995202459,NA,NA
"LMB2-1.2_001014",163.356212660164,-0.0169879771579478,0.30512745736274,-0.0556750195632256,0.95560070012818,0.975303807347318,NA,"ATP-binding cassette domain-containing protein"
"LMB2-1.2_000429",320.017930101628,-0.0131061858923239,0.229964404686861,-0.0569922371689234,0.954551378933471,0.97452834136793,NA,"helix-turn-helix domain-containing protein"
"LMB2-1.2_001182",227.249441890679,-0.0138432348322546,0.235905997558927,-0.058681148319668,0.953206074920879,0.973450135978058,NA,"dihydrofolate reductase family protein"
"LMB2-1.2_001006",188.477929964384,-0.00790275542966425,0.126645250105872,-0.0624007250414664,0.950243717587357,0.970719378876797,NA,"arsenate reductase ArsC"
"LMB2-1.2_000388",106.486142388657,-0.0129201409325601,0.202248866681938,-0.0638823897731833,0.949063874559392,0.970112538960045,NA,"NUDIX domain-containing protein"
"LMB2-1.2_000799",107.476906172281,-0.0125256538126248,0.197227513252271,-0.0635086535649993,0.949361468607958,0.970112538960045,"folB;go_function=dihydroneopterin aldolase activity|0004150||IEA;go_process=folic acid-containing compound metabolic process|0006760||IEA","dihydroneopterin aldolase"
"LMB2-1.2_001494",663.559328505143,-0.0336103824907216,0.529191554775431,-0.0635126962768416,0.949358249489474,0.970112538960045,NA,"stage II sporulation protein M"
"LMB2-1.2_000386",363.516218150018,0.00866519228855936,0.132178310090828,0.0655568397160242,0.947730652070367,0.969328889355471,NA,"thiamine pyrophosphate-dependent enzyme"
"LMB2-1.2_001556",168.236629126677,-0.023152260544568,0.350969578931471,-0.0659665735561903,0.947404437903929,0.969289768384385,NA,"Lrp/AsnC family transcriptional regulator"
"LMB2-1.2_000232",129.843921984408,-0.0153944469062859,0.230395181149474,-0.066817573308091,0.94672693319672,0.968891108890288,NA,NA
"LMB2-1.2_001911",257.349544884747,-0.0150781036359265,0.222392511018126,-0.0677995116242812,0.945945232536884,0.968385539148161,NA,"fumarylacetoacetate hydrolase family protein"
"LMB2-1.2_000176",190.268192152732,0.020927625065281,0.305793982051257,0.0684370075725465,0.945437763091378,0.968209983458096,"purE;go_component=phosphoribosylaminoimidazole carboxylase complex|0009320||IEA;go_function=phosphoribosylaminoimidazole carboxylase activity|0004638||IEA;go_process=purine ribonucleotide biosynthetic process|0009152||IEA","5-(carboxyamino)imidazole ribonucleotide mutase"
"LMB2-1.2_001509",226.244525383056,-0.0138838513327056,0.203050687790877,-0.0683762832017817,0.945486100899216,0.968209983458096,NA,"response regulator transcription factor"
"LMB2-1.2_001116",276.559628532181,0.0195719470188657,0.280732104891538,0.0697175231398183,0.944418494269618,0.967867188873351,NA,"LysR family transcriptional regulator"
"LMB2-1.2_002852",296.834541261388,-0.0104470865812378,0.150276051900791,-0.069519304300959,0.944576267215971,0.967867188873351,NA,NA
"LMB2-1.2_003472",156.186256839816,-0.0364060645258045,0.517876805304291,-0.070298696819243,0.943955919730473,0.967820781545164,NA,"RNA-binding protein"
"LMB2-1.2_002662",147.355106048069,-0.0232074799738938,0.324993417315587,-0.0714090770378838,0.943072185622495,0.967209316515941,NA,"cytidine deaminase"
"LMB2-1.2_001400",367.947812020492,0.0189882745749296,0.263274850931422,0.072123389331538,0.942503712699684,0.967015246999852,NA,"YbaK/EbsC family protein"
"LMB2-1.2_001717",190.421374721791,-0.0210705902938753,0.290642280170772,-0.0724966452970811,0.942206675111222,0.967015246999852,NA,NA
"LMB2-1.2_002334",997.422043772518,-0.0440071326430211,0.611143644020901,-0.0720078382121176,0.942595670055412,0.967015246999852,"rplR;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA","50S ribosomal protein L18"
"LMB2-1.2_003624",886.998874777637,0.0325688537735717,0.444956831316206,0.0731955360191489,0.941650518602029,0.966929727155104,NA,"inorganic phosphate transporter"
"LMB2-1.2_003046",105.952967405463,-0.0305421254352002,0.412388971759114,-0.074061450540051,0.940961488997962,0.966517049730589,NA,"VTT domain-containing protein"
"LMB2-1.2_000322",1422.08508756269,0.0278895152813253,0.370114874755995,0.0753536730986886,0.939933317872328,0.96575566176992,NA,"phosphoenolpyruvate carboxylase"
"LMB2-1.2_000941",295.139224232749,0.00998918088429578,0.131397563479077,0.0760225731726481,0.939401139369061,0.965503583241606,NA,"nitroreductase family protein"
"LMB2-1.2_003551",190.706906011422,-0.0117995294129692,0.153830770106203,-0.0767046112089469,0.938858536136923,0.965240633059524,NA,"IclR family transcriptional regulator"
"LMB2-1.2_001852",483.177177299566,0.0198171028092042,0.256487478589816,0.0772634317985419,0.938413981112206,0.965078356377539,NA,"MFS transporter"
"LMB2-1.2_000181",307.146617712961,-0.00986258251530409,0.125893369440649,-0.0783407621793274,0.937556993548982,0.964491699353874,NA,"glycosyltransferase family 2 protein"
"LMB2-1.2_001256",120.170072357472,-0.0312050991637797,0.382939964651135,-0.0814882280364968,0.935053686410089,0.962283223797214,NA,"hypothetical protein"
"LMB2-1.2_001408",383.779157544693,0.0230767325429134,0.283499958110707,0.0813994213498331,0.93512430928125,0.962283223797214,NA,"LacI family transcriptional regulator"
"LMB2-1.2_001209",224.474914390603,-0.0370904286856533,0.446203513952026,-0.0831244656886345,0.933752572357564,0.961581275099943,NA,NA
"LMB2-1.2_001564",157.638872941534,0.0267861223275902,0.32281868596957,0.0829757492108593,0.933870822430693,0.961581275099943,NA,"MarR family transcriptional regulator"
"LMB2-1.2_000118",566.081158313421,0.0160402706196299,0.188400207021128,0.0851393471018377,0.932150609389653,0.960909754712434,NA,"PAS domain-containing sensor histidine kinase"
"LMB2-1.2_000305",295.362662321103,-0.0133751527715765,0.155827245838953,-0.0858332103578328,0.931599005841079,0.960909754712434,NA,"alanine racemase"
"LMB2-1.2_001180",125.219951837271,-0.0417180580199226,0.488526932119335,-0.0853956154248051,0.931946878815679,0.960909754712434,NA,NA
"LMB2-1.2_001453",563.204465651613,-0.0112726425837265,0.132743678342755,-0.084920372287858,0.932324695545532,0.960909754712434,NA,"CCA tRNA nucleotidyltransferase"
"LMB2-1.2_001465",310.816325283293,-0.0202709911517776,0.239762803720269,-0.084546021473071,0.932622313951615,0.960909754712434,NA,NA
"LMB2-1.2_001697",128.285907792022,0.0147556280139794,0.173889719774906,0.0848562412607255,0.932375680670573,0.960909754712434,NA,NA
"LMB2-1.2_002387",712.617018854491,0.0103803649229681,0.120335972997774,0.0862615281563407,0.931258520523385,0.960909754712434,NA,"hypothetical protein"
"LMB2-1.2_002524",259.581978061914,0.0149560211373454,0.17696483116301,0.0845140870027943,0.932647703103245,0.960909754712434,NA,"prenyltransferase"
"LMB2-1.2_003142",184.648641103199,0.0227494786012545,0.257677054549835,0.0882867845606129,0.929648742331472,0.960171115890683,NA,"SDR family oxidoreductase"
"LMB2-1.2_002325",3272.72121166332,0.0590381000432489,0.660329896396049,0.0894069772782776,0.928758478614367,0.959546052491086,"rpsC;go_component=plastid small ribosomal subunit|0000312||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA","30S ribosomal protein S3"
"LMB2-1.2_001710",193.829791010571,0.0213932122218571,0.234135460405518,0.0913710899869865,0.927197732485207,0.958227684232486,NA,NA
"LMB2-1.2_003040",376.762437701301,0.0330991282069671,0.362161420163856,0.0913933024450583,0.927180083353267,0.958227684232486,NA,"biotin transporter BioY"
"LMB2-1.2_002974",275.682635152805,-0.015119092496417,0.162978716741626,-0.0927672815118895,0.926088444461151,0.957669340723882,NA,"anthranilate synthase component I family protein"
"LMB2-1.2_001881",866.802312510601,-0.0399586758232381,0.426115872235157,-0.0937742018705804,0.925288525285806,0.957136194256922,NA,"ATP-binding cassette domain-containing protein"
"LMB2-1.2_002398",242.138177646518,0.0258689608109442,0.275466607104824,0.0939096069858668,0.925180962295325,0.957136194256922,NA,"LysR family transcriptional regulator ArgP"
"LMB2-1.2_002470",232.618821163787,-0.0147116483783455,0.155664645625112,-0.0945086041809113,0.924705147891568,0.957121011009538,"pstB;go_component=cytoplasmic side of plasma membrane|0009898||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATP binding|0005524||IEA,ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA","phosphate ABC transporter ATP-binding protein PstB"
"LMB2-1.2_003098",152.832662156302,0.034027196249018,0.359637510736146,0.0946152590684084,0.924620429226961,0.957121011009538,NA,"polyprenol monophosphomannose synthase"
"LMB2-1.2_002289",335.401101062001,-0.0204807810252321,0.213491647309156,-0.0959324698805383,0.92357420626362,0.95653870101026,NA,"MFS transporter"
"LMB2-1.2_002432",183.560833533542,0.0156978143439831,0.163362321396528,0.0960920131997875,0.923447494497318,0.95653870101026,"recR;go_process=DNA repair|0006281||IEA,DNA recombination|0006310||IEA","recombination mediator RecR"
"LMB2-1.2_002161",422.559550765368,-0.0296627195909514,0.305053600500333,-0.0972377298360031,0.922537605921514,0.956053442589845,NA,"DHA2 family efflux MFS transporter permease subunit"
"LMB2-1.2_001091",259.534397066631,0.0102282317906645,0.104233916169776,0.0981276744318493,0.921830912549795,0.955615291543767,NA,"ribonuclease HI"
"LMB2-1.2_000505",120.612424534542,-0.0181550512137856,0.181560496104845,-0.0999945010246156,0.920348691111717,0.955306134210157,"tsaE;go_component=cytoplasm|0005737||IEA;go_function=ATP hydrolysis activity|0016887||IEA;go_process=tRNA modification|0006400||IEA","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE"
"LMB2-1.2_000527",189.464992870003,-0.0292210692586964,0.294287158073522,-0.0992944083934375,0.92090451793399,0.955306134210157,NA,"SDR family oxidoreductase"
"LMB2-1.2_000822",256.592034736553,-0.0186462140669715,0.188095483514368,-0.0991316416459683,0.921033749413733,0.955306134210157,NA,NA
"LMB2-1.2_000881",142.161153068217,-0.0154984103571499,0.156770189643406,-0.0988606978941788,0.92124887452352,0.955306134210157,NA,NA
"LMB2-1.2_001245",307.645908147822,-0.0168533209161779,0.169364463973814,-0.0995091917203106,0.920733990186644,0.955306134210157,NA,"ABC transporter ATP-binding protein"
"LMB2-1.2_001679",163.797036725757,0.0365258943605497,0.36142215079138,0.101061582087793,0.919501574909261,0.955306134210157,NA,"single-stranded DNA-binding protein"
"LMB2-1.2_003206",417.667628084612,0.0228489346474222,0.228950619039603,0.099798527487143,0.920504277110598,0.955306134210157,"zapE;go_function=ATP binding|0005524||IEA","cell division protein ZapE"
"LMB2-1.2_003397",112.752530614347,-0.0501197381437864,0.504478005284923,-0.0993496993302601,0.920860619211639,0.955306134210157,NA,NA
"LMB2-1.2_000415",282.006379390221,0.0195009757893537,0.188622936006268,0.103386026123067,0.917656602252222,0.953932094867505,NA,"alanine racemase"
"LMB2-1.2_003399",444.553896934661,0.020992992151241,0.202362747905713,0.103739410383092,0.917376150404571,0.953932094867505,NA,"primary-amine oxidase"
"LMB2-1.2_001203",227.570709391641,-0.0400397667436421,0.380365016661044,-0.105266691177656,0.916164192683825,0.952969305492507,NA,"TetR/AcrR family transcriptional regulator"
"LMB2-1.2_002193",184.739476983848,0.0153824167105993,0.144747938540705,0.106270368101122,0.915367841261293,0.952435287074347,NA,"DUF899 domain-containing protein"
"LMB2-1.2_003276",346.557351375115,0.0137459505783339,0.127649186759525,0.107685375263921,0.914245270895327,0.951561404401258,NA,"primosomal protein N'"
"LMB2-1.2_000400",183.406883032877,0.0362067162972327,0.332106975112313,0.109021246196314,0.913185638748227,0.951160212895932,NA,"ATP-binding protein"
"LMB2-1.2_000540",173.104590061674,-0.0296055786312652,0.271195579827304,-0.109166892211584,0.913070119517803,0.951160212895932,NA,"FCD domain-containing protein"
"LMB2-1.2_001017",225.168813588555,0.0228723553227721,0.210213779198432,0.108805214434501,0.913356987856105,0.951160212895932,NA,"TetR/AcrR family transcriptional regulator"
"LMB2-1.2_002568",372.673560533449,0.0159438600368653,0.146910725472424,0.108527542734502,0.913577233598499,0.951160212895932,NA,"MFS transporter"
"LMB2-1.2_002784",211.41499395446,0.0241851579238174,0.222486682129762,0.108703845516973,0.913437391651699,0.951160212895932,"cmk;go_function=cytidylate kinase activity|0004127||IEA;go_process=nucleobase-containing small molecule interconversion|0015949||IEA","(d)CMP kinase"
"LMB2-1.2_003380",218.402650592586,0.0167810708960807,0.14922653089728,0.112453668896397,0.910463703519084,0.949386873000383,NA,"NAD-dependent deacetylase"
"LMB2-1.2_000616",379.936023800592,0.0362351010066958,0.320619628494282,0.113015853635867,0.910017986357076,0.94921615806567,NA,"amino acid ABC transporter permease"
"LMB2-1.2_001332",259.943083765591,0.0182788412070524,0.16094003766362,0.11357547489368,0.909574329725787,0.94921615806567,NA,"aspartate/glutamate racemase family protein"
"LMB2-1.2_002695",283.288924516123,0.0299316383815951,0.264739106810328,0.113060887536497,0.909982283334038,0.94921615806567,"rph;go_function=tRNA-specific ribonuclease activity|0004549||IEA;go_process=tRNA processing|0008033||IEA","ribonuclease PH"
"LMB2-1.2_001230",253.143043351915,-0.0128090848588373,0.11214017410215,-0.114223871698017,0.909060328873506,0.949099586534808,NA,"ATP-binding cassette domain-containing protein"
"LMB2-1.2_000152",476.706799101391,0.0353256225765848,0.298198683459771,0.118463375380228,0.905700512924,0.949003103159444,"glf;go_function=UDP-galactopyranose mutase activity|0008767||IEA;go_process=peptidoglycan-based cell wall biogenesis|0009273||IEA","UDP-galactopyranose mutase"
"LMB2-1.2_000498",347.536979268291,0.0235509204358516,0.204152492519142,0.115359455793288,0.908160213947956,0.949003103159444,NA,"SAM-dependent methyltransferase"
"LMB2-1.2_000696",196.26161772046,0.02272942876505,0.193577524926325,0.117417705251169,0.906529054358932,0.949003103159444,NA,"TetR/AcrR family transcriptional regulator"
"LMB2-1.2_000718",168.356345603722,-0.0311613072693076,0.271097139608535,-0.114945171735506,0.908488580486848,0.949003103159444,NA,"ABC transporter ATP-binding protein"
"LMB2-1.2_000862",352.197218248179,-0.0289974393954551,0.250412546645011,-0.115798668173613,0.907812106058885,0.949003103159444,"pip;go_function=aminopeptidase activity|0004177||IEA;go_process=protein catabolic process|0030163||IEA","prolyl aminopeptidase"
"LMB2-1.2_001047",658.724833009724,-0.0304159558057108,0.265187278674893,-0.114696134587207,0.908685977861821,0.949003103159444,NA,"alpha/beta hydrolase"
"LMB2-1.2_001341",259.668533289818,0.0387443218780344,0.33457300584982,0.115802294867224,0.907809231712932,0.949003103159444,NA,"SDR family oxidoreductase"
"LMB2-1.2_001570",106.614549572458,-0.0217708968429655,0.185165496806253,-0.117575343238732,0.906404142655401,0.949003103159444,NA,"hypothetical protein"
"LMB2-1.2_001715",114.867263929601,0.018219457967258,0.157336479728696,0.115799323835609,0.907811586412085,0.949003103159444,NA,NA
"LMB2-1.2_001725",195.319711251621,-0.0363914192090662,0.315402559921265,-0.115380861899633,0.908143247635886,0.949003103159444,NA,NA
"LMB2-1.2_001735",447.402939977528,0.0324871054196847,0.272442706229718,0.119243806777827,0.905082201424531,0.949003103159444,NA,"MFS transporter"
"LMB2-1.2_001772",300.627680566563,0.023847569715453,0.206743154419002,0.115348775549403,0.908168679041196,0.949003103159444,NA,"DeoR/GlpR family DNA-binding transcription regulator"
"LMB2-1.2_002136",311.762714997197,0.0149811297001368,0.129831283419811,0.115389213643488,0.908136628120545,0.949003103159444,NA,"hypothetical protein"
"LMB2-1.2_002771",404.734504843484,0.0186216997845088,0.162094042304096,0.114882074133074,0.90853859378081,0.949003103159444,"recN;go_component=cytoplasm|0005737||IEA;go_function=ATP binding|0005524||IEA;go_process=DNA repair|0006281||IEA,DNA recombination|0006310||IEA","DNA repair protein RecN"
